name
"Stockton, Frank Richard"
"White, Eliza Orne"
"Wright, Sewell Peaslee"
"Matthews, Washington"
"Butler, Samuel"
"Norton, Andre"
"Bergson, Henri"
"Green, Thomas Hill"
"Morley, John"
"Various"
"Noyes, William"
"Müller, F. Max (Friedrich Max)"
"McPherson, William"
"Eggleston, George Cary"
"Xenophon"
"Lang, Andrew"
"Brewer, Ebenezer Cobham"
"Holbrook, Florence"
"Fairman, Paul W."
"Smith, E. E. (Edward Elmer)"
"Cummings, Ray"
"Lucas, E. V. (Edward Verrall)"
"Roscoe, William"
"Black, Hugh"
"Barnett, Evelyn Snead"
"Quiller-Couch, Arthur"
"United States. War Department"
"Maitland, Julia Charlotte"
"Smith, E. E. (Edward Elmer)"
"Darwin, Charles"
"Penrose, Margaret"
"Snyder, Harry"
"Unknown Author"
"Stevens, John Austin"
"Burgess, Thornton W. (Thornton Waldo)"
"Morley, John"
"Morley, John"
"Darwin, Charles"
"Van Bergen, R. (Robert)"
"Antin, Mary"
"Morley, John"
"Fergusson, Harvey"
"Vizetelly, Henry"
"Huxley, Thomas Henry"
"Chapman, George"
"Hughes, John"
"Jókai, Mór"
"Davis, Calvin Olin"
"Cupples, George, Mrs."
"Chesterton, G. K. (Gilbert Keith)"
"Smith, E. E. (Edward Elmer)"
"Various"
"James, Henry"
"Trench, Richard Chenevix"
"Burnham, Clara Louise"
"Lang, Andrew"
"Unknown Author"
"Hay, Ian"
"Various"
"Unknown Author"
"Roberts, Elizabeth Madox"
"Unknown Author"
"Brady, Cyrus Townsend"
"Dillon, Mary (Mary C. Johnson)"
"Wallace, Edgar"
"Russel, Florence Kimball"
"Barrie, J. M. (James Matthew)"
"Field, George"
"Unknown Author"
"Husmann, George"
"Barrie, J. M. (James Matthew)"
"Sheckley, Robert"
"Adams, Samuel"
"Leinster, Murray"
"Hartley, Marsden"
"Webster, Frank V."
"Henson, Matthew Alexander"
"Anonymous"
"Andrews, Elisha Benjamin"
"Unknown Author"
"Cherágh Ali"
"Fremantle, Arthur James Lyon, Sir"
"Hewlett, Maurice"
"Adams, Samuel"
"Berens, Edward"
"White, Gilbert"
"White, Gilbert"
"Bain, F. W. (Francis William)"
"Rathenau, Walther"
"Allardyce, Paul"
"Skeats, Wilfred S."
"Adams, Samuel"
"Bente, F. (Friedrich)"
"Wells, Carolyn"
"Thomson, A. T., Mrs."
"Thomson, A. T., Mrs."
"Thomson, A. T., Mrs."
"Brown, William Wells"
"Unknown Author"
"Crothers, Samuel McChord"
"Various"
"Various"
"Morris, Harrison S. (Harrison Smith)"
"Rait, Robert S. (Robert Sangster)"
"Enock, C. Reginald (Charles Reginald)"
"Smith, William"
"Bridle, Augustus"
"Walker, Abbie Phillips"
"Molesworth, Mrs."
"Phillips, George S. (George Searle)"
"Doyle, Arthur Conan"
"Jókai, Mór"
"Quiller-Couch, Arthur"
"Hornung, E. W. (Ernest William)"
"Hapgood, Isabel Florence"
"Hope, Anthony"
"Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of"
"Sheldon, Charles M."
"May, Sophie"
"Warren, George A."
"Fitzhugh, Percy Keese"
"Mahan, A. T. (Alfred Thayer)"
"Campbell, John W., Jr. (John Wood)"
"Spokeshave"
"Hutton, J. E. (Joseph Edmund)"
"Sharpe, Reginald R. (Reginald Robinson)"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Kay, Ross"
"Eley, P. H. (Peter Harden)"
"Ouida"
"Aesop"
"James, Henry"
"Jefferson, Thomas"
"Sweeting, W. D. (Walter Debenham)"
"Hough, Emerson"
"Ford, Sewell"
"Ogg, Frederic Austin"
"Pearson, T. Gilbert (Thomas Gilbert)"
"Rolt-Wheeler, Francis"
"Various"
"Carlyle, Thomas"
"Various"
"Ryerson, Egerton"
"Ingelow, Jean"
"Burgess, Thornton W. (Thornton Waldo)"
"Dedekind, Richard"
"Dennert, Eberhard"
"Carlyle, Thomas"
"Sudraka"
"Russell, Edward J. (Edward John), Sir"
"Guthrie, Thomas"
"Hewlett, Maurice"
"Unknown Author"
"Various"
"Noyes, Alfred"
"Carlyle, Thomas"
"Mee, Cornelia"
"Powell, John Wesley"
"Hill, Grace Brooks"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Carlyle, Thomas"
"Albuquerque, Medeiros e"
"Bates, E. Katherine (Emily Katherine)"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Reed, Talbot Baines"
"Spalding, John Lancaster"
"Hartwell, E. C. (Ernest Clark)"
"Various"
"Webster, Jean"
"Garis, Howard Roger"
"Carlyle, Thomas"
"Reed, Talbot Baines"
"Smith, E. E. (Edward Elmer)"
"Whitney, Elliott"
"Thomas, Calvin"
"Unknown Author"
"Binns, Ottwell"
"Rowlands, Walter"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Carlyle, Thomas"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Carlyle, Thomas"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Collingwood, Harry"
"Leslie, Lawrence J."
"Collingwood, Harry"
"Euclid"
"Binet, Alfred"
"Bailey, Arthur Scott"
"Connolly, James B. (James Brendan)"
"Carlyle, Thomas"
"Leadbeater, C. W. (Charles Webster)"
"Various"
"Lavis, F."
"Anonymous"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Carlyle, Thomas"
"Beers, Henry A. (Henry Augustin)"
"Morley, John"
"Rockwell, Carey"
"Various"
"Cummings, Ray"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"James, Henry"
"Carlyle, Thomas"
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Hutcheson, John C. (John Conroy)"
"Vaizey, George de Horne, Mrs."
"Carlyle, Thomas"
"Vaizey, George de Horne, Mrs."
"Brightwen, Mrs. (Eliza Elder)"
"Burgon, John William"
"Buntline, Ned"
"Birkhead, Alice"
"Hornblow, Arthur"
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Carlyle, Thomas"
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Vaizey, George de Horne, Mrs."
"Stephen, Leslie"
"Ellis, Edward Sylvester"
"Various"
"Thurston, Katherine Cecil"
"Blaine, James Gillespie"
"Vaizey, George de Horne, Mrs."
"Carlyle, Thomas"
"Clouston, W. A. (William Alexander)"
"Wilson, Theodore P."
"Wilson, Theodore P."
"Wilson, Theodore P."
"Wilson, Theodore P."
"Wilson, Theodore P."
"Hough, Lewis"
"Reed, Talbot Baines"
"Ruskin, John"
"Carlyle, Thomas"
"Carlyle, Thomas"
"Carlyle, Thomas"
"Carlyle, Thomas"
"Carlyle, Thomas"
"Hough, Lewis"
"Appleton, Victor"
"Park, Marmaduke"
"Carlyle, Thomas"
"Maclaren, Alexander"
"Various"
"Unknown Author"
"Collado, Diego"
"Spooner, Shearjashub"
"Unknown"
"Carlyle, Thomas"
"Cicero, Marcus Tullius"
"Callcott, Maria, Lady"
"Ballantyne, R. M. (Robert Michael)"
"Bailey, Arthur Scott"
"Miller, George Laing"
"Bindloss, Harold"
"Borrow, George"
"Creswell, R. J. (Robert J.)"
"Carlyle, Thomas"
"Davis, Thomas Osborne"
"Gray, John"
"Vasari, Giorgio"
"Betts, George Herbert"
"Lockwood, Frank, Sir"
"Bewsher, M. E., Mrs."
"Power, Philip Bennett"
"Mitton, G. E. (Geraldine Edith)"
"Hill, Grace Livingston"
"Carlyle, Thomas"
"Various"
"Yonge, Charlotte M. (Charlotte Mary)"
"Yonge, Charlotte M. (Charlotte Mary)"
"Beech, Franklin"
"Various"
"Robertson, Margaret M. (Margaret Murray)"
"Robertson, Margaret M. (Margaret Murray)"
"Walton, Amy"
"Walton, Amy"
"France, Anatole"
"Walton, Amy"
"Walton, Amy"
"Walton, Amy"
"Holt, Emily Sarah"
"Holt, Emily Sarah"
"Holt, Emily Sarah"
"Reid, Mayne"
"Reid, Mayne"
"Reid, Mayne"
"Reid, Mayne"
"Faxian"
"Reid, Mayne"
"Reid, Mayne"
"Henty, G. A. (George Alfred)"
"Michelson, Miriam"
"Young, Egerton Ryerson"
"Young, Egerton Ryerson"
"Young, Egerton Ryerson"
"Mayne, Ethel Colburn"
"Johnston, Annie F. (Annie Fellows)"
"Bennett, Arnold"
"Baker, Samuel White, Sir"
"Ker, W. P. (William Paton)"
"MacNaul, Willard C. (Willard Carey)"
"McHarry, Samuel"
"Nordlund, Karl"
"McCutcheon, John T. (John Tinney)"
"Garland, Hamlin"
"Pinkney, lieutenant-colonel (Ninian)"
"Waite, Arthur Edward"
"Briggs, Olive M. (Olive Mary)"
"Rohmer, Sax"
"Bonnycastle, Richard Henry, Sir"
"Bloodgood, Wheeler P."
"Marlowe, Christopher"
"Ruskin, John"
"Webster, Jean"
"Babcock, Charles Almanzo"
"Unknown Author"
"Otis, James"
"Saint-Pierre, Bernardin de"
"Alger, Horatio, Jr."
"Colmenero de Ledesma, Antonio"
"Vincent, Leon H. (Leon Henry)"
"Various"
"McLaughlin, James Fairfax"
"Myrtle, Harriet"
"Smith, Theodore Clarke"
"Anonymous"
"Vonnegut, Kurt"
"Unknown Author"
"Makins, George Henry"
"Baker, Henry E. (Henry Edwin)"
"Unknown Author"
"A.L.O.C."
"Burgess, Thornton W. (Thornton Waldo)"
"Various"
"Edgeworth, Maria"
"Marden, Orison Swett"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Paterson, A. B. (Andrew Barton)"
"More, Thomas, Saint"
"Various"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Herodotus"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Mühlbach, L. (Luise)"
"Fenn, George Manville"
"Altsheler, Joseph A. (Joseph Alexander)"
"Bailey, Arthur Scott"
"Grenfell, Wilfred Thomason, Sir"
"Stonehouse, James"
"Elliott, James, Sir"
"Fenn, George Manville"
"Maupassant, Guy de"
"Arnot, William"
"Daudet, Alphonse"
"Giles, Herbert Allen"
"Shairp, John Campbell"
"Morier, James Justinian"
"Kent, Charles"
"Munro, Neil"
"Farquhar, George"
"Gaunt, Mary"
"Jacobs, W. W. (William Wymark)"
"Kendall, May"
"Nash, Thomas"
"Behn, Aphra"
"Chesterton, G. K. (Gilbert Keith)"
"Miller, Joaquin"
"Miller, Edwin L. (Edwin Lillie)"
"Baum, Paull F. (Paull Franklin)"
"Stratemeyer, Edward"
"King, Charles"
"Cooke, Ebenezer"
"Morse, John Torrey"
"Unknown Author"
"Udall, Nicholas"
"Jackson, Percival"
"Kingston, Alfred"
"Allen, William H. (WIlliam Harvey)"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Swinburne, Algernon Charles"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Swinburne, Algernon Charles"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Fenn, George Manville"
"Kipling, Rudyard"
"Fenn, George Manville"
"Howells, William Dean"
"Fenn, George Manville"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"O'Reilly, A. J. (Augustine J.)"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Birmingham, George A."
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Hawkes, Clarence"
"Ellis, Mary"
"Lawson, Henry"
"Bray, William"
"Haslam, W. E."
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Symons, Arthur"
"Various"
"Henry, O."
"Neville, Henry"
"Mitton, G. E. (Geraldine Edith)"
"Bailey, Arthur Scott"
"Kains, M. G. (Maurice Grenville)"
"Ashford, Daisy"
"Alger, Horatio, Jr."
"Schofield, John McAllister"
"Hague, W. Grant (William Grant)"
"Darroch, Alexander"
"Tolstoy, Leo, graf"
"Wyndham, Horace"
"Bailey, Arthur Scott"
"Nye, Bill"
"Unknown"
"Wilson, Robert Anderson"
"Manning, Anne"
"Beaumont, Grace"
"FitzGerald, Edward"
"Sheehan, James"
"Greene, Sarah Pratt McLean"
"Various"
"Unknown Author"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Wallace, Lew"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Poe, Edgar Allan"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Poe, Edgar Allan"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Verne, Jules"
"Poe, Edgar Allan"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Fenn, George Manville"
"Fenn, George Manville"
"Warschauer, Joseph"
"Cory, David"
"Hurlbert, William Henry"
"Graham, Stephen"
"London, Jack"
"Poe, Edgar Allan"
"Aikin, Lucy"
"Becker, Carl L. (Carl Lotus)"
"Babson, Roger Ward"
"Various"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Kingston, William Henry Giles"
"Rathborne, St. George"
"United States. Work Projects Administration"
"Pryer, William Stephen"
"Poe, Edgar Allan"
"Schmitz, James H."
"Worley, George"
"Daniel, Mooshie G."
"Paltock, Robert"
"Peacock, Thomas Love"
"Otway, Thomas"
"Unknown Author"
"London, Jack"
"Various"
"Williamson, A. M. (Alice Muriel)"
"Gaskell, Elizabeth Cleghorn"
"Wallace, Edgar"
"Fairham, William"
"Shaw, Wilfred Byron"
"Pascal, Théophile"
"Watson, Kate Heintz"
"Benson, Arthur Christopher"
"Dodd, William Edward"
"Hooper, James"
"Snell, Roy J. (Roy Judson)"
"Verne, Jules"
"Unknown Author"
"Scott, Kevin"
"Hunt, H. Ernest (Harry Ernest)"
"Johnson, William Henry"
"Barnum, Richard"
"Turle, Frederica J."
"Marryat, Frederick"
"Moore, Frank Frankfort"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Giles, Herbert Allen"
"Kirk, John"
"Supino, I. B. (Igino Benvenuto)"
"Mahan, A. T. (Alfred Thayer)"
"Hone, William"
"Oldroyd, Osborn H. (Osborn Hamiline)"
"Teichner, Albert"
"Bent, J. Theodore (James Theodore)"
"Cooper, Susan Fenimore"
"Pinero, Arthur Wing"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Marryat, Frederick"
"Howard, Edward"
"Marryat, Frederick"
"Trollope, Anthony"
"Marryat, Frederick"
"Fahy, Patrick"
"Riis, Jacob A. (Jacob August)"
"James, Henry"
"Various"
"Ruskin, John"
"Boucherie, Anthony"
"Chapman, Allen"
"Various"
"Various"
"Bunner, H. C. (Henry Cuyler)"
"Various"
"Barnum, Richard"
"Laozi"
"Smollett, T. (Tobias)"
"Saintsbury, George"
"Hall, Charles Winslow"
"Weir, James, Jr."
"Rowe, Henry K. (Henry Kalloch)"
"Burke, Thomas"
"Pollyen, Howard D."
"Unknown"
"Hoare, Edward N."
"Fuller, Henry Blake"
"Henty, G. A. (George Alfred)"
"Disraeli, Isaac"
"Morrow, W. C. (William Chambers)"
"Green, Anna Katharine"
"Janvier, Thomas A. (Thomas Allibone)"
"Bailey, Arthur Scott"
"Goldman, Emma"
"Schoolcraft, Henry Rowe"
"Rutherford, William G. (William Gunion)"
"Marden, Orison Swett"
"Elliott, Calvin"
"Russell, George William Erskine"
"Mitchell, Ruth Comfort"
"Ellis, Edward Sylvester"
"Laumer, Keith"
"Landor, Walter Savage"
"Unknown Author"
"Kipling, Rudyard"
"Merryweather, F. Somner (Frederick Somner)"
"Alger, Horatio, Jr."
"Hill, Grace Livingston"
"Love, Nat"
"Hueston, Ethel"
"Cupples, George, Mrs."
"McCarthy, Justin"
"Cummings, Ray"
"Webster, Jean"
"Cooper, Susan Fenimore"
"Boothby, Guy"
"Duchess"
"Cadogan, Adelaide, Lady"
"Mitton, G. E. (Geraldine Edith)"
"Moorhouse, Herbert Joseph"
"Crawford, Mary Caroline"
"Windsor, William"
"Smith, E. E. (Edward Elmer)"
"Mitton, G. E. (Geraldine Edith)"
"Unknown Author"
"Eliot, George"
"Leigh, Felix"
"Ellis, Edward Sylvester"
"Jaques-Dalcroze, Émile"
"Norton, Minerva Brace"
"Maupassant, Guy de"
"Brazil, Angela"
"Moorhouse, Herbert Joseph"
"Franklin, Miles"
"Haggard, H. Rider (Henry Rider)"
"Cheyney, Edward Potts"
"Lynch, George"
"Henley, William Ernest"
"Perring, Mrs."
"Castlemon, Harry"
"Meiklejohn, J. M. D. (John Miller Dow)"
"Mathews, Joanna H. (Joanna Hooe)"
"Burden, E. R."
"Powys, John Cowper"
"Macaulay, Thomas Babington Macaulay, Baron"
"Serviss, Garrett Putman"
"Randall, Homer"
"Smith, A. Murray, Mrs."
"Rhodes, Kathlyn"
"Brooks, Henry M. (Henry Mason)"
"Herford, Oliver"
"Raleigh, Walter Alexander, Sir"
"Eells, Elsie Spicer"
"Unknown Author"
"Macaulay, Thomas Babington Macaulay, Baron"
"Brady, Cyrus Townsend"
"Burr, Fearing"
"Cupples, George, Mrs."
"Stevenson, Robert Louis"
"Brazil, Angela"
"Butler, Dugald"
"Buck, Charles Neville"
"Macaulay, Thomas Babington Macaulay, Baron"
"Goodwin, Maud Wilder"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Lawrence, D. H. (David Herbert)"
"Macaulay, Thomas Babington Macaulay, Baron"
"Byron, George Gordon Byron, Baron"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Eliot, George"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Barbour, A. Maynard (Anna Maynard)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Bridges, Robert"
"Unknown Author"
"Appleton, H. A."
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Burke, Edmund"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Shaw, Bernard"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Ballantyne, R. M. (Robert Michael)"
"Whyte-Melville, G. J. (George John)"
"Reynolds, Sir Joshua"
"Finlay, Roger Thompson"
"Lloyd, C. G. (Curtis Gates)"
"Ladd, Adoniram Judson"
"Ray, Anna Chapin"
"Menefee, Maud"
"Ovid"
"Cory, William Johnson"
"Craik, Dinah Maria Mulock"
"Doyle, Arthur Conan"
"Doyle, Arthur Conan"
"Harte, Bret"
"James, Henry"
"James, Henry"
"James, Henry"
"James, Henry"
"Underhill, Evelyn"
"Unknown Author"
"Beeching, H. C. (Henry Charles)"
"Kipling, Rudyard"
"Various"
"Harte, Bret"
"Wells, H. G. (Herbert George)"
"Laumer, Keith"
"Ashmore, Otis"
"Anderson, Elizabeth"
"Barnes, William"
"Fiske, James"
"Henty, G. A. (George Alfred)"
"Garnier, Robert"
"Harte, Bret"
"Corrozet, Gilles"
"Barber, H. (Horatio)"
"Birrell, Augustine"
"Webster, Frank V."
"Shackleford, H. K. (Harvey King)"
"Scott-Elliot, W. (William)"
"Leslie, Emma"
"Harte, Bret"
"Cox, John"
"Field, Eugene"
"Field, Eugene"
"Field, Eugene"
"Hawthorne, Nathaniel"
"Finlay, Roger Thompson"
"Byron, George Gordon Byron, Baron"
"Kingston, William Henry Giles"
"Ballantyne, R. M. (Robert Michael)"
"Stalker, James"
"Fitzgerald, Percy Hetherington"
"Melville, Herman"
"Lover, Samuel"
"Various"
"Murray, T. B. (Thomas Boyles)"
"Hawthorne, Nathaniel"
"Ambient, Mark"
"Lang, Andrew"
"Stevens, George Alexander"
"Roscoe, William"
"Green, Anna Katharine"
"Various"
"Stalker, James"
"Beecher, Catharine Esther"
"Jerome, Jerome K. (Jerome Klapka)"
"Shearon, Lillian Nicholson"
"Finlay, Roger Thompson"
