author
Jefferson, Thomas
Phillips, Claude, Sir
Arnold, Matthew
Sapir, Edward
Andrews, Jane
Fields, James Thomas
Bjørnson, Bjørnstjerne
Stephenson, Andrew
Kenyon, Camilla
Ruskin, John
Cammaerts, Emile
Newcomb, Arthur
Butler, Samuel
Lodge, Henry Cabot
Reed, Myrtle
Bourinot, John George
Pansy
Huish, Robert
Ferrier, Susan
Sanford, Arthur Benton
Beavan, F. (Frederick), Mrs.
Irwin, Will
Janes, Don Carlos
Zangwill, Israel
Von Arnim, Elizabeth
Anderson, Nephi
Johnson, Owen
Jerome, Chauncey
Field, Eugene
Aristotle
Mencken, H. L. (Henry Louis)
Holmes, Oliver Wendell
Redgrove, H. Stanley (Herbert Stanley)
Lefebure, Victor
Lyall, Edna
Sills, Steven David Justin
Burton, Richard
Masefield, John
Bryan, William Jennings
Renan, Ernest
Martin, Edward A. (Edward Alfred)
Rae, Janet Milne
Strayer, George D. (George Drayton)
Magoffin, Ralph Van Deman
Parton, James
Smith, Goldwin
Gurdon, P. R. T. (Philip Richard Thornhagh)
Talbot, Henry Paul
Burns, Robert
Fulton, Justin D. (Justin Dewey)
Jones, Erasmus W.
Becke, Louis
Masters, Edgar Lee
Morse, John Torrey
Peacock, Thomas Love
James, George Wharton
Simmons, Amelia
Sand, George
Dowden, Edward
Andrew, Elizabeth Wheeler
Mackie, John
Andrews, Mary Raymond Shipman
Du Maurier, George
Theiss, Lewis E. (Lewis Edwin)
Garrick, David
Emerson, Ralph Waldo
Flint, Timothy
Whistler, Charles W. (Charles Watts)
Butler, Ellis Parker
Tyson, Edward
Xenophontovna, Verra
Baden-Powell, B. H. (Baden Henry)
Sullivan, A.M. (Alexander Martin)
Murray, Andrew
Myer, Edmund J. (Edmund John)
Hutton, James
Holdsworth, T. W. E.
Hall, Benjamin Homer
Rutherford, J. F. (Joseph Franklin)
Goethe, Johann Wolfgang von
Stephens, James
Cameron, Agnes Deans
Tucker, T. G. (Thomas George)
Roe, Edward Payson
Honeywell, Frank
Grahame, Kenneth
Carey, Joseph
Stiles, Henry Reed
Fairbanks, Douglas
Spalding, Thomas Alfred
Mead, G. R. S. (George Robert Stow)
Drannan, William F.
Calvert, George Henry
Leadbeater, C. W. (Charles Webster)
Goepp, Philip H. (Philip Henry)
Jammes, Francis
Conybeare, John William Edward
Murdock, Charles A. (Charles Albert)
Bain, Alexander
Powys, John Cowper
Webster, John
Procopius
Inostrantzev, Konstantin Aleksandrovich
Sharp, Cecil J. (Cecil James)
Mitchell, T. L. (Thomas Livingstone)
Flinders, Matthew
Fountainhall, John Lauder, Lord
Daviess, Maria Thompson
Linnankoski, Johannes
Driscoll, James R.
Ferguson, Donald
Grant, Horatio N.
Burleigh, Cyril
Shaler, Robert
Hunter, C. L.
Arner, George B. Louis (George Byron Louis)
Dasgupta, Surendranath
Bates, Gordon
Sullivan, T. D. (Timothy Daniel)
Bursill, Henry
Warner, Susan
Marguerite, Queen, consort of Henry IV, King of France
Sanford, Albert Hart
Davis, James J. (James John)
Willcox, Cornélis De Witt
Bosher, Kate Langley
Butler, Pardee
Kellogg, Alice Maude
Sayce, A. H. (Archibald Henry)
Vincent, W. T. (William Thomas)
Wister, Owen
Patchin, Frank Gee
Smythe, James P.
Thompson, Slason
Thomas, Augustus
Smith, F. Berkeley (Frank Berkeley)
Jeffery, Walter
Aguinaldo, Emilio
Swan, Annie S. (Annie Shepherd)
Vizetelly, Henry
Bryant, Edwin
Johnston, Harry
Boker, George H. (George Henry)
MacKaye, Steele
Faraday, L. Winifred
Ogg, Frederic Austin
Mortimer, Favell Lee
Amman, Johann Conrad
Redesdale, Algernon Bertram Freeman-Mitford, Baron
Cross, Victoria
Browning, Elizabeth Barrett
Lamartine, Alphonse de
Blades, William
Squareman, Clarence
Caine, Hall, Sir
Fletcher, Alice C. (Alice Cunningham)
Clouston, W. A. (William Alexander)
Weston, George
Chatterton, Thomas
Howard, Bronson
Irving, Washington
Shaw, Stanley
Blessington, Marguerite, Countess of
Belloc, Hilaire
Shortall, Katherine
Pearson, Francis B. (Francis Bail)
Walter, Eugene
Silver, J. M. W. (Jacob Mortimer Wier)
Holland, J. G. (Josiah Gilbert)
Leblanc, Maurice
Beerbohm, Max, Sir
Sadi
Gordon, Thomas Edward, Sir
Aberigh-Mackay, George
Hoben, Allan
Yoritomo-Tashi
Hains, T. Jenkins (Thornton Jenkins)
Kruckvich, Francis
Collingwood, W. G. (William Gershom)
Jones, J. B. (John Beauchamp)
Abu al-Ala al-Maarri
Chapman, John Jay
Gardiner, J. H. (John Hays)
Henry, O.
Moore, George
Bunyan, John
Talmage, T. De Witt (Thomas De Witt)
Thompson, Holland
Linton, E. Lynn (Elizabeth Lynn)
Mott, F. W. (Frederick Walker)
Mather, Frank Jewett
Tylor, Edward B. (Edward Burnett)
Hume, Allan Octavian
Tietjens, Eunice
Hurll, Estelle M. (Estelle May)
Dickert, D. Augustus
Bernard, Marguerite
Meer Hasan Ali, Mrs.
Landor, Arnold Henry Savage
Housman, Clemence
MacSwiney, Terence J. (Terence Joseph)
Campion, Edmund, Saint
Bush, David V. (David Van)
Raizizun, Yacki
O'Brien, Edward Joseph Harrington
Walton, Izaak
Rogers, L. W. (Louis William)
Power, Eileen
Andreyev, Leonid
Kolb, E. L. (Ellsworth Leonardson)
Arnold, Thomas
Phillips, Mary Elizabeth
Hocking, Joseph
Marden, Orison Swett
Long, H. W. (Harland William)
Semmes, Raphael
Watts, Isaac
Gale, Norman
Dimock, A. W. (Anthony Weston)
Paterson, A. B. (Andrew Barton)
Hume, John F. (John Ferguson)
Hill, Janet McKenzie
Watson, William
Reynolds, John N. (John Newton)
Rolt-Wheeler, Francis
Everett-Green, Evelyn
Stevenson, O. J.
Flemming, Louis A. (Louis Andrew)
Scott, Walter Dill
Sandeau, Jules
Croft, Delmer Eugene
Mitchell, S. Weir (Silas Weir)
Sunzi, active 6th century B.C.
Gross, Hans
Watkins, Samuel R. (Samuel Rush)
Slater, J. Atwood
Shedd, William G. T. (William Greenough Thayer)
Geddes, Patrick, Sir
Wishart, Alfred Wesley
Ferrero, Guglielmo
Eliot, T. S. (Thomas Stearns)
Jewett, Sophie
King, Basil
Crake, A. D. (Augustine David)
Whitman, Walt
Nordhoff, Charles
Abbott, Frank Frost
Rhees, Rush
Smith, F. G. (Frederick George)
Sexton, Ella M. (Ella May)
Childers, Erskine
Horn, Henry J.
Savory, Arthur Herbert
Ransome, Arthur
Cousin, John W. (John William)
Wells, J. (Joseph)
McKinlay, John
Hornaday, William T. (William Temple)
Addams, Jane
Hastings, Milo
De Mille, James
Forman, Justus Miles
Blaikie, William Garden
Louisiana Purchase Exposition Commission
Ainsworth, Percy C. (Percy Clough)
Dutt, Toru
Sidney, Samuel
Grant, Ethel Watts Mumford
Mason, John
Morris, Clara
Bone, Gertrude
Holmes, Robert Derby
Sangster, Margaret E. (Margaret Elizabeth)
Masham, Damaris, Lady
Neil, Marion Harris
Gratacap, L. P. (Louis Pope)
Lindsay, David
Brower, Harriette
Orr, Charles Ebert
Huneker, James
Frederic, Harold
Mukerji, A. P., swámi
Velimirović, Nikolaj
Vimar, A. (Auguste)
Kelland, Clarence Budington
Boyden, Wallace C. (Wallace Clarke)
Oliver, Charles A. (Charles Alexander)
Lowell, James Russell
Brebner, Percy James
Gunning, Mrs. (Susannah)
Boethius
Belasco, David
Stoddard, Charles Warren
Barnard, William Francis
Crowley, Mary Catherine
Tennent, James Emerson, Sir
Maeterlinck, Maurice
Murray, R. F. (Robert Fuller)
Corlette, Hubert C. (Hubert Christian)
Benson, Luther
Tocqueville, Alexis de
Glover, T. R. (Terrot Reaveley)
Jerome, Jerome K. (Jerome Klapka)
Anderson, Ada Woodruff
McCarter, Margaret Hill
Cooke, Arthur O. (Arthur Owens)
Bourne, H. R. Fox (Henry Richard Fox)
Smith, George Adam
Thompson, Francis
Allen, Roland
Ditchfield, P. H. (Peter Hampson)
Runciman, James
McKenzie, Fred A. (Fred Arthur)
Waterlow, Sydney
Price, George McCready
Reilly, S. A.
Bernard, Richard Boyle
Finley, Martha
Hudson, Henry Norman
Fee, Mary H. (Mary Helen)
Bell, Clive
Van Schaick, George
Shaw, Robert B.
Smith, William Hawley
Wollstonecraft, Mary
White, Andrew Dickson
Howard, Clare
Spence, Edward Fordham
Cardozo, Benjamin N. (Benjamin Nathan)
Dingle, Edwin John
Grisewood, R. Norman (Robert Norman)
Bostwick, Arthur E. (Arthur Elmore)
Loftie, W. J. (William John)
Milne, A. A. (Alan Alexander)
Janvier, Thomas A. (Thomas Allibone)
Jefferis, B. G. (Benjamin Grant)
Boole, Mary Everest
Stokes, Katherine
Watts-Dunton, Theodore
Begbie, Harold
Ouida
Marx, Karl
Dods, Marcus
Craik, Dinah Maria Mulock
Cooper, John Gilbert
Washburne, Marion Foster
Broadbent, R. J.
Le Roy, Edouard
Wade, Mary Hazelton Blanchard
O'Kelly, Seumas
Higginson, Thomas Wentworth
Tesla, Nikola
Hare, William Loftus
Church, Alfred John
Bobbitt, John Franklin
Irving, Henry, Sir
Blackmore, Richard, Sir
Reynolds, Frances
Morris, William
Bullock, Tom
O'Brien, George Augustine Thomas
Wallace, Donald Mackenzie
Bradley, Mary Hastings
Runciman, John F.
Lie, Jonas
Arthur, T. S. (Timothy Shay)
Trueman, Howard
Verrill, A. Hyatt (Alpheus Hyatt)
Pushkin, Aleksandr Sergeevich
Parry, William Edward, Sir
Moscheles, Felix
Franklin, John
Petrovic, Walter D.
Mahan, A. T. (Alfred Thayer)
Lamoreaux, Antoinette Abernethy
Shaw, Ellen Eddy
Scudder, John
Montgomery, L. M. (Lucy Maud)
Thomas, Edith May Bertels
Wylie, I. A. R. (Ida Alexa Ross)
Jomini, Antoine Henri, baron de
Cather, Willa
Traill, Catharine Parr Strickland
Bullen, Frank Thomas
Parker, Lester Shepard
Jones, Henry, Sir
Jacob, Giles
McFeeters, J. C. (James Calvin)
Camp, Walter
British Museum
Conscience, Hendrik
Aldridge, Janet
Tennyson, Alfred Tennyson, Baron
Davis, Charles Edward
Rogers, Samuel
Moore, John Hamilton
Hamilton, Clayton Meeker
Nield, Jonathan
Maclaren, Alexander
Haleole, S. N.
Park, Marmaduke
Stevenson, William
Macfarlane, Alexander
Ellis, Havelock
Harrison, Benjamin
Sweeting, W. D. (Walter Debenham)
Holinshed, Raphael
Addison, Joseph
Lear, Edward
Chatto & Windus (Firm)
Dodds, James
Roosevelt, Kermit
Kready, Laura Fry
Royal Baking Powder Company
Patmore, Coventry
Drummond, Henry
Abrahams, Israel
Tappan, Eva March
Murray, John
Currey, E. Hamilton (Edward Hamilton)
McMahon, James
Carmichael, R. D. (Robert Daniel)
Morley, Christopher
Manning, Henry Parker
Myers, William Starr
Hawthorne, Nathaniel
Holliday, Robert Cortes
Lewis, Alfred Henry
Pease, Edward R. (Edward Reynolds)
Munro, John
Taylor, Edward C.
Bacon, Edwin M. (Edwin Monroe)
Bonneville, Benjamin Louis Eulalie de
Sibly, Frederick Arthur
Murfree, Mary Noailles
Havell, H. L. (Herbert Lord)
Plato
Libbey, Laura Jean
Elliot, Robert H. (Robert Henry)
Coolidge, Calvin
Stevens, Thomas
Brooks, Amy
New, E. H. (Edmund Hort)
Jerrold, Blanchard
Blaisdell, Etta Austin
Blanchard, Jonathan
Craik, George Lillie
Cormack, W. E. (William Eppes)
Arachne
Page, Elizabeth Fry
Gray, Grace Viall
Phelan, T.
Houston, Thomas
Bonner, Richard
Dunne, Finley Peter
Coleridge, Stephen
Nordby, Conrad Hjalmar
Adams, Ephraim Douglass
Melville, Lewis
Hilton, Warren
Doumic, René
King, Alfred Castner
Abbott, John S. C. (John Stevens Cabot)
Johnston, Mary
Biese, Alfred
Adkins, W. Bion
Stead, Richard
Leland, Aaron W. (Aaron Whitney)
Gulick, Sidney Lewis
Habberton, John
Connolly, James B. (James Brendan)
Leadem, Christopher
Hemstreet, Charles
Illica, Luigi
Scott, Leroy
Ballard, Harlan Hoge
Thomson, H. Byerley (Henry Byerley)
Gibbon, J. Morgan
Lawrence, of the Resurrection, Brother
Marsh, A.
Allen, Grant
Starke, D.
Ewald, Johannes
Clive, Mrs. (Catherine)
Horace
Christian, W. E.
Allinson, T. R. (Thomas Richard)
Ranney, Dave
McKinley, William
Jacobs, Caroline Emilia
Manning, Anne
Heyliger, William
Newbolt, Henry John, Sir
Brown, Abbie Farwell
Barrett, Florence Elizabeth Perry, Lady
Riley, James Whitcomb
Nugent, Homer Heath
Bashkirtseff, Marie
Fea, Allan
Gillette, F. L. (Fanny Lemira)
Hutton, William
Symons, Arthur
Boyesen, Hjalmar Hjorth
Clough, Arthur Hugh
Cobban, J. Maclaren (James Maclaren)
Dazey, Charles Turner
Harris, J. W. (John William)
Russell, Bertrand
Fuller, Osgood E. (Osgood Eaton)
Hornibrook, Isabel
Hegermann-Lindencrone, L. de (Lillie de)
Railton, George S. (George Scott)
Lytton, Edward Bulwer Lytton, Baron
Sheehan, D. D. (Daniel Desmond)
Burke, Edmund
Machen, Arthur
Volney, C.-F. (Constantin-François)
Bird, Robert Montgomery
Warren, G. B.
Apollonius, Rhodius
Flight, Edward G.
Marx, W. J. (William James)
Cooper, James A.
Harrison, Henry Sydnor
Cushing, Caleb
Hossack, John
Spencer, Ichabod S. (Ichabod Smith)
Tolstoy, Leo, graf
May, Samuel
Quiller-Couch, Mabel
Streeter, Edward
McDonnell, Michael, Sir
United States. Central Intelligence Agency
Sinclair, Upton
McIvor-Tyndall, Alexander J. (Alexander James)
Lavay, Jerome Buell
Browne, Francis F. (Francis Fisher)
Sewell, James Witt
Browne, G. F. (George Forrest)
Hawkesworth, John
Hopkins, Matthew
Hoskins, Robert, Mrs.
Richards, Laura Elizabeth Howe
Hartley, Cecil B.
Somerville, E. Oe. (Edith Oenone)
Erasmus, Desiderius
Williams, John
Plutarch
Butler, Charles
Chamberlain, George Agnew
Hamilton, Alexander
Crowley, Aleister
Capes, Bernard Edward Joseph
Jókai, Mór
Douie, Marjorie
Thurston, Katherine Cecil
Blunt, Katharine
Mauclair, Camille
Hayes, H. E. E. (Herbert Edward Elton)
Rose, Mary Swartz
Page, Thomas Nelson
Kirkham, Samuel
Tyler, James Endell
Casserly, Gordon
Rice, Alice Caldwell Hegan
White, Gilbert
Chapman, Allen
Dawson, Coningsby
Lowell, Percival
Lyon, Leverett S. (Leverett Samuel)
Burroughs, Barkham
Veiller, Bayard
Barbauld, Mrs. (Anna Letitia)
Pierson, Charles W. (Charles Wheeler)
Burroughs, John
Gilman, Lawrence
Mitchell, George
Barker, C. Hélène
Freeth, Lizzie A.
Jesse, F. Tennyson (Fryniwyd Tennyson)
Hammon, William
Hoxie, Jane L. (Jane Lincoln)
Garbe, Richard
Cleveland, Grover
Hutchinson, A. S. M. (Arthur Stuart-Menteth)
Birkhead, Edith
Phillpotts, Eden
Onions, Oliver
Benson, Irene Elliott
Paul, Adrien
Haverfield, F. (Francis)
Cheley, Frank H. (Frank Howbert)
Hichens, Robert
Penn, W. E.
Lovechild, Miss
Porte, John Fielder
Michaëlis, Karin
Chidley, Howard J. (Howard James)
Besant, Walter
Latimer, Elizabeth Wormeley
Myerson, Abraham
Holmes, Thomas
Klein, Charles
Three Initiates
Foster, J. F. (John Frederick)
Keene, H. G. (Henry George)
Muir, M. M. Pattison (Matthew Moncrieff Pattison)
Runkle, Bertha
Turner, George
Bridges, Robert
Graves, Alfred Perceval
Philips, Samuel
Johnson, A. E. (Alfred Edwin)
Austin, John Mather
Bédier, Joseph
Ferrar, William John
Gardner, E. C. (Eugene Clarence)
Swinburne, Algernon Charles
Haultain, Arnold
Maugham, W. Somerset (William Somerset)
Lane, Elinor Macartney
Speed, Harold
Abelard, Peter
Lincoln, Abraham
Breckenridge, Gerald
Nicholson, Henry Alleyne
Rose, J. Holland (John Holland)
Mansfield, Katherine
Jacobs, Joseph
Brown, Bob
Morrison, John
Carey, Henry Charles
Burbank, Emily
Butler, Josephine Elizabeth Grey
Nesbit, E. (Edith)
Benoît, Pierre
Wheeler, Candace
Layamon
Schreiner, Olive
Trine, Ralph Waldo
Post, Emily
Brooke, Stopford Augustus
O'Donnell, Elliott
Knight, Melvin Moses
McNeill, Ronald
Morrow, Honoré
Hanshew, Thomas W.
Tapper, Thomas
Plunkett, Horace Curzon, Sir
Putnam Weale, B. L. (Bertram Lenox)
Knox, Robert
Strindberg, August
Jones, Abel J. (Abel John)
Macmillan &  Co.
Lobo, Jerónimo
Niles, Henry Thayer
Cherry-Garrard, Apsley
Archard, Charles J.
Gwynn, Stephen Lucius
Woolley, Hannah
Collins, Wilkie
Masson, David
About, Edmond
Southworth, Emma Dorothy Eliza Nevitte
Wood, T. Martin
Poole, Ernest
Maspero, G. (Gaston)
Bailey, Arthur Scott
Hathaway, Benjamin Adams
Adams, Henry
Lewis, Charlton Miner
Wright, Bruce S. (Bruce Simpson)
O'Rourke, John, Canon
Mather, Marshall
Naylor, John Anderton
Lang, John
Aeschylus
Smith, Buckingham
Cervantes Saavedra, Miguel de
Croly, Herbert David
Barrow, John, Sir
Churchill, Winston
Brock, Isaac, Sir
Wilson, James Harrison
Talvj
O'Connor, T. P. (Thomas Power)
Lowry, E. B. (Edith Belle)
Holland, Thomas Erskine, Sir
Richards, Alfred Bate
Zerbe, James Slough
Perlman, Selig
Ashworth, T. R. (Thomas Ramsden)
Stewart, Donald Ogden
Greene, Robert
Macklin, Charles
Wilson, Sarah Isabella Augusta, Lady
Baker, Thomas, active 1700-1709
Doheny, Michael
Saintsbury, George
Showell, Walter
Smith, Cecil
Faraday, Michael
Sharp, William
Dillon, Emile Joseph
Wheat, George Seay
Dundonald, Thomas Cochrane, Earl of
Gorky, Maksim
Cullum, Ridgwell
Sophocles
Steele, David
Pryde, Anthony
Burton, Margaret E. (Margaret Ernestine)
Barr, Amelia E.
Rapin, René
Putnam, Ruth
Brooks, Phillips
Orr, Sutherland, Mrs.
Hopkins, Edward Washburn
Boyle, Robert
Abbott, Eleanor Hallowell
Knapp, Shepherd
Tilden, William T. (William Tatem)
Hurlbert, William Henry
Cameron, Hector Charles
Sutro, Alfred
Plaatje, Sol. T. (Solomon Tshekisho)
Müller, F. Max (Friedrich Max)
Corvus, M.
Cobb, Samuel
Saki
Doré, Gustave
Kinkead, Thomas L.
Grimké, Archibald Henry
Howdershelt, Ed
Godkin, James
Humboldt, Alexander von
Sabatini, Rafael
Glasgow, Ellen Anderson Gholson
Hartwell, E. C. (Ernest Clark)
Haslam, W. (William)
Keable, Robert
Kester, Vaughan
ERPANET
Moisa, Dorin Teodor
Morris, Kenneth
Hawkins, Norval A.
Lighthall, W. D. (William Douw)
Kielland, Alexander Lange
Payne, A. G. (Arthur Gay)
Optic, Oliver
Inge, William Ralph
MacGrath, Harold
Collins, Mabel
Wolfensberger, Arnold
Wentworth, Marion Craig
Flom, George T. (George Tobias)
Maxwell, W. B. (William Babington)
Brady, Cyrus Townsend
Corning, Mary Spring
Robertson Scott, J. W. (John William)
Adams, Nehemiah
Baillie, Joanna
Herford, C. H. (Charles Harold)
Thackeray, William Makepeace
Schoonmaker, Oliver
Leighton, Mrs.
Snowden, James H. (James Henry)
Hill, Grace Livingston
Adams, Francis Alexandre
Unamuno, Miguel de
Murry, John Middleton
Wenner, George Unangst
McGuffey, William Holmes
Helvetius, Johann Friedrich
Willard, J. H. (James Hartwell)
Grant, Robert
Shaw, Edward R. (Edward Richard)
Barr, Robert
Bentwich, Norman
Mabini, Apolinario
Kearns, Thomas
Williams, Archibald
Rockwood, Roy
MacCulloch, J. A. (John Arnott)
Morang, George N. (George Nathaniel)
Clarke, James Freeman
Smolnikar, Andrew B. (Andreas Bernardus)
Fraser, Helen
Soulsby, Lucy Helen Muriel
Macaulay, Thomas Babington Macaulay, Baron
Harland, Henry
Clarke, Helen Archibald
Paine, Thomas
Sharp, Dallas Lore
Norris, Frank
De Wolfe, Elsie
Mahood, J. W. (John Wilmot)
Dreiser, Theodore
Huygens, Christiaan
Saemund Sigfusson
Casement, Roger
Elector
Goss, Charles Frederic
Ashton, Warren T.
Laski, Harold Joseph
MacKenzie, Compton
Blythe, Samuel G. (Samuel George)
Rolleston, T. W. (Thomas William)
Cilley, Jonathan Prince
Cusack, Mary Frances
Sassoon, Siegfried
Farrar, J. Maurice
Gibson, H. W. (Henry William)
New Zealand. Special Committee on Moral Delinquency in Children and Adolescents
Snoek, Johan M.
Harris, W. S. (William Shuler)
Swainson, Frederick
Kincaid, P. R.
Westall, William
Paley, William
Cynewulf
Roberts, Lloyd
Cunninghame Graham, R. B. (Robert Bontine)
Clark, Sue Ainslie
Franklin, Benjamin
Hughes, Thomas
Jordanes, active 6th century
Wilson, Woodrow
Dix, Edwin Asa
Hewlett, Maurice
Sherley, Douglass
Hankey, Donald
Throop, Lucy Abbot
Orth, Samuel Peter
Carvalho, David Nunes
Oxenham, John
Prest, Thomas Preskett
Tyler, John M. (John Mason)
Brassey, Annie
Moore, Thomas
Steinmetz, Margaret Bird
Nation, Carry Amelia
Lippmann, Julie Mathilde
Payne, Francis Loring
Comstock, Harriet T. (Harriet Theresa)
Blackwell, John, Alun
Ellinwood, Frank F. (Frank Field)
Laidlaw, A. H. (Alexander Hamilton)
Hopkinson, Alfred, Sir
Walton, Mary Alice
Tower, G. B. N. (George Bates Nichols)
Olson, Oscar Ludvig
Brooks, Elbridge S. (Elbridge Streeter)
Butterworth, Hezekiah
Wallace, Dillon
Lahee, Henry Charles
Cholmondeley, Mary
Dicey, Albert Venn
Ford, Ford Madox
Minto, William
Hooker, Forrestine C. (Forrestine Cooper)
Sea, Sophie Fox
Lange, Algot
Nielsen, Peter, active 1922-1937
Briggs, Isaac George
Wheeler, Edward L. (Edward Lytton)
Rand, Edward A. (Edward Augustus)
Runciman, Thomas
Lett, William Pittman
Hale, Edward Everett
Ginzberg, Louis
Parker, Cornelia Stratton
Cutting, Mary Stewart
Steele, Chester K.
Miller, Freeman Edwin
Corneille, Pierre
Bigelow, Mary Ann H. T. (Mary Ann Hubbard Townsend)
Day, Mary L.
Smith, Francis Hopkinson
Upton, George P. (George Putnam)
Freud, Sigmund
Edmundson, George
Wells-Barnett, Ida B.
Aldrich, Anne Reeve
Salisbury, Helen M.
Benjamin, of Tudela, active 12th century
Dechmann, Louis
Paul, Herbert W. (Herbert Woodfield)
Kay, Ross
Pemble, William
Santayana, George
Norton, Arthur O.
Potts, Eugenia Dunlap
Stewart, Anna Bird
Sweeney, Z. T. (Zachary Taylor)
Thomas, William Isaac
Tacitus, Cornelius
Peterman, Alexander L.
Forrester, Izola L. (Izola Louise)
Lee, Andrew
Raymond, Ernest
More, Hannah
Rich, Walter H. (Walter Herbert)
Grandy, Moses
Gronniosaw, James Albert Ukawsaw
Piozzi, Hester Lynch
Peters, Lulu Hunt
Read, Opie Percival
Corbett, Julian Stafford
Underhill, Evelyn
Scott, John Reed
Stroyer, Jacob
Phillip, Arthur
Glass, Nancy Rebecca Campbell
Haines, Richard
Cooper, Henry St. John
Thomas, C. H.
Hammond, Natalie Harris
Boole, George
Beresford, J. D. (John Davys)
Lane, Lunsford
Pemberton, Murdock
McGovern, John
Martin, W. A. P. (William Alexander Parsons)
Noad, Joseph
Toledano, C. A.
Green, J. D. (Jacob D.)
Pennington, James W. C.
Phillipps, L. March (Lisle March)
Brown, William Wells
Francis, Stella M.
Hergesheimer, Joseph
Fischer, George Alexander
Vredenburg, Edric
Meade, L. T.
Cook, Dutton
Münsterberg, Hugo
Runciman, Walter Runciman, Baron
Bibesco, Elizabeth
United States. Office of Civil Defense
Van Warmelo, Dietlof
McCabe, James Dabney
Black, George Fraser
Tomlinson, H. M. (Henry Major)
Tate, W. K. (William Knox)
